"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04210","Apoptosis","24/920","136/7914",0.0234944298715301,0.111064577574506,0.0858090022421117,"DFFA/RELA/CAPN1/CTSD/TNFRSF1A/BCL2/TUBA1C/TP53/TUBA1B/TNFSF10/ACTB/CTSZ/MAPK3/GADD45A/NRAS/MCL1/CHUK/ATF4/PDPK1/NFKBIA/MAPK9/PIK3CB/CASP3/EIF2S1",24
"hsa04962","Vasopressin-regulated water reabsorption","10/920","44/7914",0.0267557094994106,0.124593751698748,0.096261704247683,"RAB11B/DCTN1/VAMP2/ARHGDIB/DYNC1LI1/DCTN5/DCTN6/RAB5C/DYNC1I2/RAB5A",10
"hsa04660","T cell receptor signaling pathway","19/920","104/7914",0.0296168228188029,0.13588895175686,0.10498842763941,"NCK2/NFKBIB/RELA/RHOA/GRB2/MAPK3/MAP3K7/VAV2/CDC42/PPP3CB/NRAS/VAV3/MALT1/CHUK/PDPK1/NFKBIA/MAPK9/PIK3CB/SOS2",19
"hsa05225","Hepatocellular carcinoma","28/920","168/7914",0.0306664532714027,0.138665701748951,0.107133757424122,"ARAF/SMAD4/SMARCA4/ARID1A/SHC1/SMARCB1/GSTP1/EGFR/DPF3/TP53/TCF7L2/ACTB/GRB2/MAPK3/SMAD3/GADD45A/TGFB2/RB1/BRD7/RPS6KB1/NRAS/SMARCE1/NFE2L2/SMAD2/PIK3CB/DDB2/PHF10/SOS2",28
"hsa01522","Endocrine resistance","18/920","98/7914",0.0320525045035866,0.1428625915017,0.11037629370408,"SP1/ARAF/BCL2/SHC1/EGFR/TP53/CARM1/GRB2/MAPK3/RB1/MDM2/MED1/RPS6KB1/NRAS/NCOA3/MAPK9/PIK3CB/SOS2",18
"hsa04721","Synaptic vesicle cycle","15/920","78/7914",0.0331782767524238,0.145797497841637,0.112643815808822,"NAPA/ATP6V0A1/ATP6V0D1/AP2M1/VAMP2/AP2A1/AP2B1/ATP6V0C/SLC6A11/ATP6V1C1/SLC17A6/ATP6V1A/CLTC/ATP6V1F/ATP6V1D",15
"hsa00514","Other types of O-glycan biosynthesis","6/920","22/7914",0.0353006928957376,0.152969669214863,0.118185068320525,"B4GALT3/COLGALT1/PLOD3/POFUT2/B4GALT1/GXYLT1",6
"hsa04130","SNARE interactions in vesicular transport","8/920","34/7914",0.037484980651516,0.155908309936304,0.120455475625552,"SNAP29/STX5/SNAP23/VAMP2/BET1/STX7/STX11/SEC22B",8
"hsa05223","Non-small cell lung cancer","13/920","66/7914",0.0382174369090751,0.155908309936304,0.120455475625552,"ARAF/EGFR/TP53/STK4/GRB2/MAPK3/GADD45A/RB1/NRAS/PDPK1/PIK3CB/DDB2/SOS2",13
"hsa04933","AGE-RAGE signaling pathway in diabetic complications","18/920","100/7914",0.0383337454858039,0.155908309936304,0.120455475625552,"VEGFB/RELA/SMAD4/BCL2/RAC1/FN1/STAT1/SERPINE1/MAPK3/SMAD3/TGFB2/PLCD3/CDC42/NRAS/SMAD2/MAPK9/PIK3CB/CASP3",18
"hsa04659","Th17 cell differentiation","19/920","107/7914",0.0384598956930301,0.155908309936304,0.120455475625552,"NFKBIB/RELA/SMAD4/GATA3/IFNGR2/JAK1/IL2RB/STAT1/MAPK3/SMAD3/IL6ST/HLA-DOA/PPP3CB/CHUK/SMAD2/HSP90AA1/IFNGR1/NFKBIA/MAPK9",19
"hsa05167","Kaposi sarcoma-associated herpesvirus infection","30/920","186/7914",0.0384773713624852,0.155908309936304,0.120455475625552,"CREBBP/RELA/TNFRSF1A/RAC1/GNB1/TP53/ZFP36/HLA-G/HLA-E/JAK1/STAT1/IFNAR2/MAPK3/IL6ST/CCR1/RB1/TBK1/ATG3/PPP3CB/NRAS/MAP2K4/GNG12/CHUK/IFNGR1/NFKBIA/TLR3/MAPK9/PIK3CB/HCK/CASP3",30
"hsa05152","Tuberculosis","29/920","179/7914",0.0392867173314297,0.157146869325719,0.121412392292812,"ATP6V0A1/RAB7A/MYD88/LAMP1/CREBBP/ATP6V0D1/RELA/CTSD/TNFRSF1A/BCL2/RHOA/NFYC/ATP6V0C/IFNGR2/JAK1/STAT1/MAPK3/TGFB2/HLA-DOA/PPP3CB/RIPK2/MALT1/RAB5C/ITGAM/IFNGR1/LAMP2/MAPK9/CASP3/RAB5A",29
"hsa04014","Ras signaling pathway","36/920","232/7914",0.0420354605260702,0.166013464356125,0.128262764296737,"VEGFB/RRAS/RELA/PLAAT3/ARF6/RAC1/FOXO4/GNB1/SHC1/EGFR/RHOA/RASGRF2/STK4/FGFR1/GRB2/MAPK3/EFNA1/TBK1/EXOC2/CDC42/BRAP/PGF/NRAS/RAP1A/GNG12/PTPN11/RAB5C/CHUK/RAP1B/SHOC2/PLA2G12A/RRAS2/MAPK9/PIK3CB/RAB5A/SOS2",36
"hsa05221","Acute myeloid leukemia","13/920","67/7914",0.0425796734161111,0.166060726322833,0.128299279109072,"ARAF/RELA/JUP/TCF7L2/GRB2/MAPK3/RPS6KB1/NRAS/CHUK/ITGAM/PIK3CB/SPI1/SOS2",13
"hsa04540","Gap junction","16/920","88/7914",0.0451598072566435,0.173948887210775,0.134393708405086,"GNAI2/TUBB/TUBB4B/TUBA1C/EGFR/TUBA1B/TUBB2A/GRB2/MAPK3/TUBB1/GNAI3/GRM5/NRAS/MAP3K2/GNAI1/SOS2",16
"hsa04728","Dopaminergic synapse","22/920","131/7914",0.0475406371549186,0.180886326735788,0.139753606013817,"ATF6B/GNAI2/GSK3A/PPP1CA/GNB1/PPP2R1A/COMT/PPP1CC/GNAI3/PPP3CB/GNG12/PPP2R2A/PPP2CB/ATF4/PPP1CB/GNAI1/ARRB2/MAPK9/PPP2CA/PPP2R5E/KIF5B/PPP2R3C",22
"hsa05214","Glioma","14/920","75/7914",0.048343433000225,0.181724712000846,0.140401346316443,"ARAF/SHC1/EGFR/TP53/GRB2/MAPK3/GADD45A/RB1/MDM2/CAMK1D/NRAS/PIK3CB/DDB2/SOS2",14
"hsa05418","Fluid shear stress and atherosclerosis","23/920","139/7914",0.0502350483236898,0.186587322345134,0.144158221380012,"RELA/TNFRSF1A/BCL2/RAC1/GSTP1/TP53/RHOA/ACTB/IL1R2/SUMO4/SUMO2/MAP3K7/BMPR1A/MAP2K4/SUMO1/SQSTM1/NFE2L2/CHUK/TXN2/HSP90AA1/MAPK9/PIK3CB/BMPR2",23
"hsa05134","Legionellosis","11/920","56/7914",0.0548431272376675,0.201306537625321,0.155530354643045,"MYD88/RELA/VCP/HSF1/RAB1A/SEC22B/HBS1L/ITGAM/NFKBIA/SAR1A/CASP3",11
"hsa03008","Ribosome biogenesis in eukaryotes","18/920","105/7914",0.0578765585402637,0.209970770518166,0.162224380730972,"CSNK2B/NXF1/UTP4/CSNK2A3/UTP6/WDR43/NXT2/WDR36/LSG1/CSNK2A2/UTP14A/GNL2/SBDS/XRN2/NMD3/RPP30/UTP18/REXO2",18
"hsa04152","AMPK signaling pathway","20/920","120/7914",0.0607476254412976,0.217853553306722,0.168314654882724,"RAB11B/ADIPOR1/EEF2/G6PC3/PPP2R1A/CRTC2/GYS1/MAP3K7/RPS6KB1/TBC1D1/PPP2R2A/PPP2CB/PFKM/PDPK1/RAB2A/PIK3CB/PPP2CA/SIRT1/PPP2R5E/PPP2R3C",20
"hsa04012","ErbB signaling pathway","15/920","85/7914",0.0639209920305146,0.224334165895452,0.173321605904381,"NCK2/ARAF/SHC1/EGFR/CBL/GRB2/MAPK3/RPS6KB1/CRK/NRAS/MAP2K4/MAPK9/PIK3CB/CRKL/SOS2",15
"hsa04380","Osteoclast differentiation","21/920","128/7914",0.0639927588612026,0.224334165895452,0.173321605904381,"RELA/TNFRSF1A/RAC1/FHL2/IFNGR2/JAK1/STAT1/IFNAR2/GRB2/MAPK3/TGFB2/MAP3K7/PPP3CB/LILRA5/SQSTM1/CHUK/IFNGR1/NFKBIA/MAPK9/PIK3CB/SPI1",21
"hsa04926","Relaxin signaling pathway","21/920","129/7914",0.068457309006268,0.237318671221729,0.18335349429749,"ATF6B/VEGFB/GNAI2/RELA/GNB1/SHC1/EGFR/GRB2/MAPK3/GNAI3/NRAS/MAP2K4/GNG12/ATF4/GNAI1/ARRB2/SMAD2/NFKBIA/MAPK9/PIK3CB/SOS2",21
"hsa04136","Autophagy - other","7/920","32/7914",0.0705378515212827,0.241844062358683,0.186849832254179,"ATG9A/ATG4A/WIPI1/ATG3/ATG13/PPP2CB/PPP2CA",7
"hsa04931","Insulin resistance","18/920","108/7914",0.0724606640867692,0.245736165163826,0.189856888739933,"NR1H2/RELA/TNFRSF1A/PPP1CA/G6PC3/CRTC2/SLC2A1/GYS1/PTPRF/PPP1CC/RPS6KB1/GFPT1/PTPN11/PPP1CB/PDPK1/NFKBIA/MAPK9/PIK3CB",18
"hsa04150","mTOR signaling pathway","24/920","153/7914",0.0768747173598972,0.257902277594494,0.199256483026785,"MAPKAP1/TNFRSF1A/RRAGA/SLC7A5/SLC3A2/RHOA/GRB2/MAPK3/ATP6V1C1/RRAGC/RPS6KB1/LAMTOR3/TTI1/NRAS/EIF4B/ATP6V1A/SEH1L/CLIP1/CHUK/PDPK1/ATP6V1F/ATP6V1D/PIK3CB/SOS2",24
"hsa04151","PI3K-Akt signaling pathway","50/920","354/7914",0.0809446708570278,0.267723679925686,0.206844543532329,"ATF6B/VEGFB/RELA/BCL2/RAC1/GNB1/G6PC3/PPP2R1A/CSF3R/EGFR/CRTC2/TP53/PIK3AP1/FN1/JAK1/FGFR1/IL2RB/GYS1/ITGA1/IFNAR2/GRB2/CCNE1/MAPK3/THBS1/EFNA1/PRLR/MDM2/RPS6KB1/PGF/NRAS/CDK2/EIF4B/GNG12/PPP2R2A/MCL1/PPP2CB/YWHAZ/CHUK/ATF4/PDPK1/YWHAE/PHLPP1/HSP90AA1/OSMR/PIK3CB/PPP2CA/PPP2R5E/ITGA5/SOS2/PPP2R3C",50
"hsa04390","Hippo signaling pathway","24/920","154/7914",0.0815184281825006,0.267723679925686,0.206844543532329,"SMAD4/PPP1CA/PPP2R1A/CTNNA1/TEAD1/TCF7L2/ACTB/SERPINE1/CCN2/SMAD3/TGFB2/FRMD6/STK3/PPP1CC/BMPR1A/PPP2R2A/MOB1A/PPP2CB/YWHAZ/PPP1CB/SMAD2/YWHAE/PPP2CA/BMPR2",24
"hsa04720","Long-term potentiation","12/920","67/7914",0.0831954669892308,0.270385267715,0.208900898470766,"CREBBP/ARAF/PPP1CA/MAPK3/PPP1CC/GRM5/PPP3CB/NRAS/RAP1A/RAP1B/ATF4/PPP1CB",12
"hsa04216","Ferroptosis","8/920","40/7914",0.0858383540746585,0.276098623415396,0.213315063300019,"PCBP1/SLC3A2/TP53/PCBP2/FTH1/ACSL5/ACSL3/SAT1",8
"hsa04261","Adrenergic signaling in cardiomyocytes","23/920","149/7914",0.0940879115336111,0.296519478772592,0.229092309847921,"ATF6B/GNAI2/BCL2/PPP1CA/PPP2R1A/TPM3/SLC9A1/TPM1/MAPK3/RPS6KA5/ATP2B3/PPP1CC/GNAI3/PPP2R2A/PPP2CB/ATP1B3/ATF4/PPP1CB/GNAI1/PPP2CA/TPM4/PPP2R5E/PPP2R3C",23
"hsa05226","Gastric cancer","23/920","149/7914",0.0940879115336111,0.296519478772592,0.229092309847921,"ARAF/SMAD4/JUP/BCL2/SHC1/EGFR/TP53/CTNNA1/TCF7L2/GRB2/CCNE1/MAPK3/SMAD3/GADD45A/TGFB2/RB1/RPS6KB1/NRAS/CDK2/SMAD2/PIK3CB/DDB2/SOS2",23
"hsa05140","Leishmaniasis","13/920","76/7914",0.0979752835662761,0.305682884726781,0.236171999333444,"MYD88/NFKBIB/RELA/IFNGR2/JAK1/STAT1/MAPK3/TGFB2/MAP3K7/HLA-DOA/ITGAM/IFNGR1/NFKBIA",13
"hsa04920","Adipocytokine signaling pathway","12/920","69/7914",0.0990107360338425,0.305854946956028,0.23630493540125,"NFKBIB/RELA/ADIPOR1/TNFRSF1A/G6PC3/SLC2A1/ACSL5/ACSL3/PTPN11/CHUK/NFKBIA/MAPK9",12
"hsa04917","Prolactin signaling pathway","12/920","70/7914",0.107551589868356,0.32898133371497,0.254172487924184,"CISH/RELA/SHC1/STAT1/GRB2/MAPK3/SOCS5/PRLR/NRAS/MAPK9/PIK3CB/SOS2",12
"hsa04910","Insulin signaling pathway","21/920","137/7914",0.111886116039259,0.338917167031543,0.261848958334087,"ARAF/PPP1CA/SHC1/G6PC3/EXOC7/CBL/GYS1/PTPRF/FLOT2/GRB2/MAPK3/PPP1CC/RPS6KB1/CRK/NRAS/PPP1CB/PDPK1/MAPK9/PIK3CB/CRKL/SOS2",21
"hsa04650","Natural killer cell mediated cytotoxicity","20/920","131/7914",0.122117228589227,0.366351685767681,0.28304499339001,"ARAF/RAC1/SHC1/HLA-G/HLA-E/IFNGR2/TNFSF10/PTK2B/IFNAR2/GRB2/MAPK3/VAV2/PPP3CB/NRAS/VAV3/PTPN11/IFNGR1/PIK3CB/CASP3/SOS2",20
"hsa04630","Jak-STAT signaling pathway","24/920","162/7914",0.125424544974089,0.368598236475887,0.28478068877523,"CISH/CREBBP/STAM/BCL2/CSF3R/EGFR/IFNGR2/JAK1/IL2RB/STAT1/IFNAR2/GRB2/IL6ST/SOCS5/PRLR/MCL1/PTPN11/TSLP/IFNGR1/OSMR/PIAS1/PIK3CB/STAM2/SOS2",24
"hsa05016","Huntington disease","28/920","193/7914",0.126232978327944,0.368598236475887,0.28478068877523,"DCTN1/VDAC1/SP1/CREBBP/SIN3A/ATP5MC2/TBP/ATP5F1D/AP2M1/AP2A1/AP2B1/TP53/NDUFS2/PPIF/REST/GRM5/NDUFA5/TFAM/ATP5F1B/HDAC2/POLR2B/CLTC/TGM2/SDHD/HDAC1/COX8A/UQCRC2/CASP3",28
"hsa04066","HIF-1 signaling pathway","17/920","109/7914",0.126410292637564,0.368598236475887,0.28478068877523,"CREBBP/RELA/BCL2/GAPDH/EGFR/SLC2A1/IFNGR2/EGLN3/SERPINE1/TIMP1/ENO1/MAPK3/RPS6KB1/PFKM/IFNGR1/PIK3CB/CUL2",17
"hsa00630","Glyoxylate and dicarboxylate metabolism","6/920","30/7914",0.127633937604146,0.368720264189754,0.284874967946875,"SHMT2/ACO2/CS/MDH2/DLD/HOGA1",6
"hsa04015","Rap1 signaling pathway","30/920","210/7914",0.134443139841846,0.384828070006019,0.297319932629482,"VEGFB/GNAI2/RRAS/RAC1/EGFR/RHOA/PFN1/FGFR1/ACTB/APBB1IP/PRKD3/MAPK3/VASP/THBS1/EFNA1/SIPA1L1/VAV2/CDC42/GNAI3/CRK/PGF/NRAS/VAV3/EVL/RAP1A/RAP1B/GNAI1/ITGAM/PIK3CB/CRKL",30
"hsa04977","Vitamin digestion and absorption","5/920","24/7914",0.138362006790821,0.392444964715782,0.303204780431559,"SLC5A6/SCARB1/FOLH1/LMBRD1/SLC19A2",5
"hsa04621","NOD-like receptor signaling pathway","26/920","181/7914",0.148055117076484,0.410193311888455,0.316917234893577,"MYD88/VDAC1/NFKBIB/RELA/BCL2/MFN2/RHOA/JAK1/STAT1/OAS2/IFNAR2/MAPK3/ANTXR1/TBK1/MAP3K7/RIPK2/NEK7/CASP4/TANK/CHUK/SUGT1/TXN2/YWHAE/HSP90AA1/NFKBIA/MAPK9",26
"hsa00511","Other glycan degradation","4/920","18/7914",0.148563603344216,0.410193311888455,0.316917234893577,"GBA/HEXB/AGA/NEU2",4
"hsa01210","2-Oxocarboxylic acid metabolism","4/920","18/7914",0.148563603344216,0.410193311888455,0.316917234893577,"ACO2/IDH3G/CS/IDH3A",4
"hsa05416","Viral myocarditis","10/920","60/7914",0.153200905198129,0.419286687910669,0.323942818932332,"EIF4G1/RAC1/DAG1/HLA-G/HLA-E/ACTB/HLA-DOA/EIF4G2/CASP3/CD55",10
"hsa04330","Notch signaling pathway","9/920","53/7914",0.156405468399863,0.424334836006584,0.327843041314129,"CREBBP/APH1A/SNW1/PSENEN/NCSTN/ADAM17/HDAC2/PSEN1/HDAC1",9
"hsa04664","Fc epsilon RI signaling pathway","11/920","68/7914",0.160970429011342,0.430371665736983,0.332507123663189,"RAC1/GRB2/MAPK3/VAV2/NRAS/VAV3/MAP2K4/PDPK1/MAPK9/PIK3CB/SOS2",11
"hsa05231","Choline metabolism in cancer","15/920","98/7914",0.161389374651369,0.430371665736983,0.332507123663189,"SP1/RAC1/SLC44A2/WASF2/EGFR/SLC22A5/GRB2/MAPK3/RPS6KB1/NRAS/PDPK1/MAPK9/PIK3CB/PIP5K1A/SOS2",15
"hsa04310","Wnt signaling pathway","23/920","160/7914",0.164847061059422,0.435866805513049,0.336752693868044,"CREBBP/CSNK2B/SMAD4/RAC1/CSNK2A3/TP53/RHOA/NOTUM/TCF7L2/GPC4/SFRP1/SMAD3/MAP3K7/SENP2/PPP3CB/CSNK2A2/TBL1XR1/RYK/PSEN1/NLK/MAPK9/CUL1/SIAH1",23
"hsa05133","Pertussis","12/920","76/7914",0.167399865881287,0.438897127352618,0.339093934425606,"MYD88/GNAI2/RELA/RHOA/SERPING1/MAPK3/GNAI3/GNAI1/ITGAM/MAPK9/CASP3/ITGA5",12
"hsa00531","Glycosaminoglycan degradation","4/920","19/7914",0.171910641191944,0.446967667099055,0.345329270464519,"HEXB/IDS/GNS/HGSNAT",4
"hsa04915","Estrogen signaling pathway","20/920","138/7914",0.175617696833119,0.449643949864333,0.347396978808813,"ATF6B/SP1/GNAI2/CTSD/BCL2/SHC1/EGFR/KRT18/GRB2/MAPK3/KRT14/EBAG9/GNAI3/NRAS/NCOA3/ATF4/GNAI1/HSP90AA1/PIK3CB/SOS2",20
"hsa04658","Th1 and Th2 cell differentiation","14/920","92/7914",0.177263480234977,0.449643949864333,0.347396978808813,"NFKBIB/RELA/GATA3/IFNGR2/JAK1/IL2RB/STAT1/MAPK3/HLA-DOA/PPP3CB/CHUK/IFNGR1/NFKBIA/MAPK9",14
"hsa05222","Small cell lung cancer","14/920","92/7914",0.177263480234977,0.449643949864333,0.347396978808813,"MAX/RELA/BCL2/TP53/FN1/CCNE1/GADD45A/RB1/CDK2/CHUK/NFKBIA/PIK3CB/CASP3/DDB2",14
"hsa04217","Necroptosis","23/920","162/7914",0.180222736123465,0.453463658633235,0.350348103329996,"VDAC1/CAPN1/USP21/TNFRSF1A/BCL2/SMPD1/IFNGR2/JAK1/TNFSF10/STAT1/IFNAR2/FTH1/PPIA/SPATA2L/CHMP2B/CHMP3/SQSTM1/VPS4B/HSP90AA1/IFNGR1/TLR3/MAPK9/CHMP4B",23
"hsa00520","Amino sugar and nucleotide sugar metabolism","8/920","48/7914",0.188382454529096,0.467805709595895,0.361428837710729,"CYB5R3/GNE/UGDH/HEXB/CMAS/GFPT1/CYB5R1/PGM2",8
"hsa04611","Platelet activation","18/920","124/7914",0.189278643222609,0.467805709595895,0.361428837710729,"GNAI2/PPP1CA/MYLK4/SNAP23/RHOA/ACTB/APBB1IP/MAPK3/VASP/GP5/PPP1CC/TBXAS1/GNAI3/RAP1A/RAP1B/PPP1CB/GNAI1/PIK3CB",18
"hsa04612","Antigen processing and presentation","12/920","78/7914",0.190420913841919,0.467805709595895,0.361428837710729,"NFYC/TAP2/TAP1/B2M/HLA-G/HLA-E/PSME3/HLA-DOA/HSPA4/CANX/PDIA3/HSP90AA1",12
"hsa05218","Melanoma","11/920","72/7914",0.210300890511189,0.512608420621023,0.396043617821236,"ARAF/EGFR/TP53/FGFR1/MAPK3/GADD45A/RB1/MDM2/NRAS/PIK3CB/DDB2",11
"hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","3/920","14/7914",0.217067686689124,0.525000916643462,0.405618117109827,"B4GALT3/B4GALT1/ST3GAL1",3
"hsa04625","C-type lectin receptor signaling pathway","15/920","104/7914",0.223680304107811,0.536832729858745,0.414759430288977,"RRAS/RELA/RHOA/STAT1/MAPK3/MDM2/PPP3CB/NRAS/PTPN11/MALT1/CHUK/NFKBIA/RRAS2/MAPK9/PIK3CB",15
"hsa05014","Amyotrophic lateral sclerosis (ALS)","8/920","51/7914",0.236275715553964,0.562733001930052,0.434770099331923,"TOMM40/TNFRSF1A/BCL2/RAC1/TP53/PPP3CB/CASP3/RAB5A",8
"hsa04371","Apelin signaling pathway","19/920","137/7914",0.239011864550653,0.564937134392452,0.436473022185801,"GNAI2/RRAS/SMAD4/GNB1/MYLK4/MEF2D/SLC9A1/SERPINE1/CCN2/MAPK3/SMAD3/GNAI3/RPS6KB1/NRAS/TFAM/GNG12/GNAI1/SMAD2/RRAS2",19
"hsa04928","Parathyroid hormone synthesis, secretion and action","15/920","106/7914",0.246469839556208,0.577875039202901,0.446468906806559,"ATF6B/SP1/ARAF/GNAI2/BCL2/GATA3/MEF2D/EGFR/RHOA/FGFR1/MAPK3/GNAI3/ATF4/GNAI1/ARRB2",15
"hsa00900","Terpenoid backbone biosynthesis","4/920","22/7914",0.248189920683297,0.577875039202901,0.446468906806559,"FNTA/ICMT/NUS1/ZMPSTE24",4
"hsa04971","Gastric acid secretion","11/920","75/7914",0.250969842508527,0.580019191575263,0.448125488767663,"GNAI2/MYLK4/EZR/SLC9A1/KCNJ15/KCNJ16/ACTB/CA2/GNAI3/ATP1B3/GNAI1",11
"hsa04730","Long-term depression","9/920","60/7914",0.258413612278806,0.592831228169025,0.458024127026676,"ARAF/GNAI2/PPP2R1A/MAPK3/GNAI3/NRAS/PPP2CB/GNAI1/PPP2CA",9
"hsa04360","Axon guidance","24/920","181/7914",0.275645553597951,0.627318305860766,0.484669001491617,"NCK2/RHOD/GNAI2/RRAS/SEMA7A/RAC1/LIMK2/ILK/RHOA/SEMA3B/SEMA4C/NTN4/MAPK3/EFNA1/CDC42/GNAI3/PPP3CB/NRAS/RYK/PTPN11/GNAI1/PIK3CB/RND1/BMPR2",24
"hsa05230","Central carbon metabolism in cancer","10/920","69/7914",0.277467712207646,0.627318305860766,0.484669001491617,"SLC7A5/EGFR/TP53/SLC2A1/FGFR1/MAPK3/SLC1A5/NRAS/PFKM/PIK3CB",10
"hsa00052","Galactose metabolism","5/920","31/7914",0.288971596776557,0.64862689348407,0.501132114061579,"G6PC3/GALM/B4GALT1/PFKM/PGM2",5
"hsa00565","Ether lipid metabolism","7/920","47/7914",0.302386187358085,0.673889217540875,0.520649901541364,"PLAAT3/LPCAT2/GDPD3/PLA2G7/SELENOI/PLA2G12A/PAFAH1B2",7
"hsa04923","Regulation of lipolysis in adipocytes","8/920","55/7914",0.305587381891452,0.676193355674703,0.522430089235854,"GNAI2/PLAAT3/PNPLA2/MGLL/GNAI3/ABHD5/GNAI1/PIK3CB",8
"hsa01521","EGFR tyrosine kinase inhibitor resistance","11/920","79/7914",0.30896679865686,0.678856628034791,0.524487745681401,"ARAF/BCL2/SHC1/EGFR/JAK1/GRB2/MAPK3/RPS6KB1/NRAS/PIK3CB/SOS2",11
"hsa00260","Glycine, serine and threonine metabolism","6/920","40/7914",0.318563323865302,0.690548913345498,0.533521258961265,"SHMT2/ALAS1/PIPOX/GAMT/DLD/BPGM",6
"hsa04668","TNF signaling pathway","15/920","112/7914",0.319545821529757,0.690548913345498,0.533521258961265,"ATF6B/RELA/TNFRSF1A/MAPK3/MAP3K7/RPS6KA5/ITCH/MMP3/MAP2K4/CHUK/ATF4/NFKBIA/MAPK9/PIK3CB/CASP3",15
"hsa04620","Toll-like receptor signaling pathway","14/920","104/7914",0.320928180881722,0.690548913345498,0.533521258961265,"MYD88/RELA/RAC1/STAT1/IFNAR2/MAPK3/TBK1/MAP3K7/MAP2K4/CHUK/NFKBIA/TLR3/MAPK9/PIK3CB",14
"hsa05321","Inflammatory bowel disease (IBD)","9/920","65/7914",0.341347220316893,0.72945433382788,0.563579765339354,"RELA/GATA3/IFNGR2/STAT1/SMAD3/TGFB2/HLA-DOA/SMAD2/IFNGR1",9
"hsa04340","Hedgehog signaling pathway","7/920","50/7914",0.361318287585464,0.766879630793638,0.592494721497109,"BCL2/MGRN1/SPOP/DHH/ARRB2/CUL3/CUL1",7
"hsa00190","Oxidative phosphorylation","17/920","133/7914",0.376656443346196,0.791353938946617,0.611403684273871,"ATP6V0A1/ATP6V0D1/ATP5MC2/ATP5F1D/NDUFS2/ATP6V0C/COX17/ATP6V1C1/ATP12A/NDUFA5/ATP6V1A/ATP5F1B/SDHD/ATP6V1F/ATP6V1D/COX8A/UQCRC2",17
"hsa04370","VEGF signaling pathway","8/920","59/7914",0.378560294065177,0.791353938946617,0.611403684273871,"HSPB1/RAC1/MAPKAPK3/MAPK3/CDC42/PPP3CB/NRAS/PIK3CB",8
"hsa00062","Fatty acid elongation","4/920","27/7914",0.38553140615348,0.791353938946617,0.611403684273871,"TECR/ELOVL1/HADHA/HACD3",4
"hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","4/920","27/7914",0.38553140615348,0.791353938946617,0.611403684273871,"B4GALT3/B4GALT1/ST3GAL6/ST3GAL4",4
"hsa01040","Biosynthesis of unsaturated fatty acids","4/920","27/7914",0.38553140615348,0.791353938946617,0.611403684273871,"TECR/ELOVL1/FADS2/HACD3",4
"hsa05146","Amoebiasis","13/920","102/7914",0.406346925674809,0.828608873044304,0.640187017298062,"RAB7A/HSPB1/RELA/ACTN4/FN1/ACTN1/IL1R2/TGFB2/RAB5C/ITGAM/PIK3CB/CASP3/RAB5A",13
"hsa05202","Transcriptional misregulation in cancer","23/920","186/7914",0.408992841182124,0.828608873044304,0.640187017298062,"SP1/MAX/SIN3A/RELA/JUP/PRCC/LDB1/TP53/SPINT1/IL2RB/ASPSCR1/IL1R2/GADD45A/MDM2/MMP3/SS18/BMI1/HDAC2/ITGAM/HDAC1/DDB2/SPI1/ATF1",23
"hsa03022","Basal transcription factors","6/920","45/7914",0.426962824923184,0.855391298171312,0.660879241839509,"TBP/CDK7/TAF6/GTF2F2/GTF2H1/TAF2",6
"hsa04622","RIG-I-like receptor signaling pathway","9/920","70/7914",0.427695649085656,0.855391298171312,0.660879241839509,"NFKBIB/RELA/TBK1/MAP3K7/TANK/CHUK/NFKBIA/AZI2/MAPK9",9
"hsa04610","Complement and coagulation cascades","10/920","79/7914",0.438205941391869,0.869622127043899,0.67187404552312,"PLAUR/CLU/SERPING1/SERPINE1/PROCR/MASP1/CD46/TFPI/ITGAM/CD55",10
"hsa04392","Hippo signaling pathway - multiple species","4/920","29/7914",0.440385564336333,0.869622127043899,0.67187404552312,"TEAD1/FRMD6/STK3/MOB1A",4
"hsa03450","Non-homologous end-joining","2/920","13/7914",0.456540888852343,0.895853819634787,0.692140771580183,"XRCC5/PRKDC",2
"hsa04550","Signaling pathways regulating pluripotency of stem cells","17/920","140/7914",0.463054983715494,0.902957218245213,0.69762888993979,"DLX5/SMAD4/JAK1/FGFR1/GRB2/MAPK3/SMAD3/IL6ST/SKIL/REST/BMPR1A/BMI1/NRAS/PAX6/SMAD2/PIK3CB/BMPR2",17
"hsa04932","Non-alcoholic fatty liver disease (NAFLD)","18/920","149/7914",0.468915507288758,0.905026458351621,0.69922759434049,"GSK3A/RELA/ADIPOR1/TNFRSF1A/RAC1/NDUFS2/ITCH/CDC42/NDUFA5/ATF4/SDHD/XBP1/COX8A/UQCRC2/MAPK9/PIK3CB/CASP3/EIF2S1",18
"hsa03420","Nucleotide excision repair","6/920","47/7914",0.469917584144111,0.905026458351621,0.69922759434049,"DDB1/CDK7/RAD23A/LIG1/GTF2H1/DDB2",6
"hsa01524","Platinum drug resistance","9/920","73/7914",0.479345653014401,0.917520513745357,0.70888055886534,"BCL2/SLC31A1/GSTP1/TP53/MAPK3/MDM2/PDPK1/PIK3CB/CASP3",9
