Tag	dynamicColors	mergedColors
TOP1MT	brown	brown
OR7A5	grey	grey
PPP1R2C	grey	grey
ZNRD1	grey	grey
ELF5	grey	grey
KLHL28	blue	blue
VPS13A	blue	blue
GAS2L3	grey	grey
FUT9	grey	grey
MS4A12	grey	grey
TGFBR3	grey	grey
SCRG1	grey	grey
TM7SF3	grey	grey
NSA2	purple	pink
LCE3D	grey	grey
SETD2	blue	blue
DVL3	grey	grey
ADGRL4	grey	grey
LTK	turquoise	brown
OGFOD1	grey	grey
LRRC24	turquoise	brown
AS3MT	grey	grey
MIS12	pink	pink
SPRYD7	grey	grey
VIP	grey	grey
EYA2	grey	grey
PRKCD	grey	grey
MUC5B	turquoise	brown
CAPZA3	grey	grey
TEX13B	grey	grey
OR10H4	grey	grey
RPUSD4	turquoise	brown
RAB2B	grey	grey
XIAP	grey	grey
TNNT1	brown	brown
YY2	grey	grey
SYN1	turquoise	brown
DSPP	grey	grey
GOLIM4	grey	grey
RELA	green	green
BBS12	grey	grey
CCBE1	brown	brown
CRLF3	grey	grey
NAIP	grey	grey
GRHL1	grey	grey
AMOTL2	grey	grey
NLGN3	grey	grey
ZNF90	blue	blue
GALNS	grey	grey
ARPP19	pink	pink
NKAPD1	red	pink
TCTEX1D4	grey	grey
MAPKAP1	green	green
MMP17	turquoise	brown
JAGN1	grey	grey
SYNDIG1	grey	grey
TMEM186	grey	grey
DAAM2	brown	brown
EIF4EBP1	brown	brown
IFNL2	grey	grey
MVP	grey	grey
WDFY3	blue	blue
TPR	blue	blue
SRRM5	grey	grey
OR1C1	grey	grey
ARHGAP33	turquoise	brown
AIMP2	grey	grey
RECK	grey	grey
MAPRE3	grey	grey
KRTAP5-10	grey	grey
OR56B4	grey	grey
LOXL4	grey	grey
OR4K17	grey	grey
CHERP	green	green
GJA1	grey	grey
APOA5	turquoise	brown
POU3F4	grey	grey
RBM48	grey	grey
MAZ	grey	grey
SERTAD2	grey	grey
PBX1	grey	grey
SMYD2	grey	grey
LY96	grey	grey
SPOP	purple	pink
SLC25A46	pink	pink
MUCL3	grey	grey
RAC3	grey	grey
TMEM169	turquoise	brown
THAP5	blue	blue
GHITM	yellow	yellow
AMDHD2	turquoise	brown
TNNT2	brown	brown
MFSD2A	magenta	green
OR52H1	yellow	yellow
VASN	grey	grey
GNA12	grey	grey
RSRP1	grey	grey
ZDHHC21	grey	grey
SH3TC1	turquoise	brown
LRRTM2	grey	grey
GMDS	grey	grey
KIF20B	grey	grey
KRTAP9-4	grey	grey
GPC2	turquoise	brown
ZFP28	grey	grey
SLC5A9	brown	brown
SNRNP70	grey	grey
ODF3L1	grey	grey
FEM1B	pink	pink
GSTT4	grey	grey
MAFF	grey	grey
GTF3C3	turquoise	brown
RASSF7	turquoise	brown
ERH	yellow	yellow
SLC10A5	grey	grey
CBX8	brown	brown
SPACA9	turquoise	brown
TSSK1B	grey	grey
BARD1	grey	grey
CCDC169	blue	blue
SCN3B	brown	brown
CNKSR3	grey	grey
WNK1	blue	blue
PFN3	brown	brown
DACT3	turquoise	brown
TXLNB	grey	grey
PGF	purple	pink
ANKRD33B	turquoise	brown
PPP4R3A	pink	pink
WRNIP1	grey	grey
RSPRY1	greenyellow	pink
SMIM2	grey	grey
AP1B1	grey	grey
ACTC1	grey	grey
RASL11A	grey	grey
C3orf33	grey	grey
LRRN4	turquoise	brown
SYK	grey	grey
EFHD2	grey	grey
SDK2	turquoise	brown
TCEAL4	black	black
TMEM89	grey	grey
NKAP	grey	grey
COL15A1	grey	grey
RPS26	yellow	yellow
OXER1	grey	grey
KMT5C	turquoise	brown
VGF	turquoise	brown
UBXN11	turquoise	brown
SLC9A5	grey	grey
AP3M1	red	pink
PRAMEF11	grey	grey
FOXR1	turquoise	brown
ARHGEF5	grey	grey
STOML2	yellow	yellow
DHX8	pink	pink
TCEA1	blue	blue
SEC62	red	pink
DUSP2	grey	grey
NFATC4	brown	brown
RFLNB	grey	grey
AP1S3	grey	grey
TENM3	grey	grey
ICAM2	grey	grey
CREBZF	blue	blue
LPAR5	grey	grey
HOMER2	grey	grey
CELA1	turquoise	brown
BCL10	grey	grey
KIF18A	grey	grey
CENPW	grey	grey
EIF5A	yellow	yellow
ALDH1B1	grey	grey
ADAMTS12	grey	grey
RLIM	blue	blue
RAVER1	turquoise	brown
TSSK2	grey	grey
TAF10	yellow	yellow
ADH6	brown	brown
RUVBL2	blue	blue
EPDR1	grey	grey
SPRY3	grey	grey
TAF7L	grey	grey
FARSA	green	green
KRTAP10-5	grey	grey
CR1L	grey	grey
TXNDC11	greenyellow	pink
ADIG	grey	grey
GPD2	grey	grey
STUB1	grey	grey
C2orf16	grey	grey
MPZL2	black	black
RNF141	grey	grey
CFAP74	turquoise	brown
TRMT112	yellow	yellow
P2RY4	grey	grey
HOXA11	grey	grey
XPO4	grey	grey
CLK4	blue	blue
ZNF84	blue	blue
GLO1	grey	grey
ZMYM1	turquoise	brown
ZRANB2	blue	blue
CXCL10	grey	grey
RBMXL2	grey	grey
KRTAP15-1	grey	grey
ATP2A1	turquoise	brown
DMTF1	blue	blue
RUFY4	brown	brown
NAA80	turquoise	brown
DDB1	magenta	green
FAM237A	grey	grey
FER1L6	brown	brown
IL18	grey	grey
IFNA7	grey	grey
GPIHBP1	turquoise	brown
MOB3B	grey	grey
KCNAB2	turquoise	brown
LY6D	grey	grey
CDK16	green	green
MAST1	brown	brown
UMOD	brown	brown
NKG7	grey	grey
OR52K2	grey	grey
RANBP2	blue	blue
TP53TG5	brown	brown
NPPC	grey	grey
TMEM165	grey	grey
USP27X	blue	blue
RPS13	yellow	yellow
PAXIP1	brown	brown
ZNF784	grey	grey
QSOX1	grey	grey
ETNK1	blue	blue
BET1	red	pink
SLC5A1	grey	grey
SLC6A17	turquoise	brown
MAP1LC3C	grey	grey
HAL	brown	brown
RAMP1	turquoise	brown
CLDN10	grey	grey
HTR1D	grey	grey
FAM174B	black	black
IFRD1	grey	grey
TECPR1	turquoise	brown
SCYL3	pink	pink
OXT	grey	grey
SCX	turquoise	brown
THSD1	grey	grey
MAP6D1	turquoise	brown
RHOBTB1	red	pink
GAA	grey	grey
GRK3	grey	grey
CCDC107	turquoise	brown
CCDC28B	grey	grey
INTS7	grey	grey
MPST	grey	grey
SEC14L4	turquoise	brown
FUCA2	grey	grey
NDUFS5	grey	grey
SLC25A40	grey	grey
KLHDC4	brown	brown
DNPH1	blue	blue
RNASEL	grey	grey
ZNF777	grey	grey
ZNF281	pink	pink
NT5DC1	red	pink
GDF5	grey	grey
DDRGK1	grey	grey
APMAP	grey	grey
RTN2	blue	blue
URAD	turquoise	brown
EEF1E1	grey	grey
GFPT2	grey	grey
TMEM262	grey	grey
LSM4	yellow	yellow
RARA	turquoise	brown
KCNJ15	black	black
TBC1D23	pink	pink
LELP1	grey	grey
FBXO2	turquoise	brown
ATP5PO	yellow	yellow
USP39	green	green
PLRG1	purple	pink
EIF3J	tan	pink
TENM4	turquoise	brown
GATAD1	blue	blue
KIFC3	grey	grey
OR6C6	grey	grey
ANKRD44	grey	grey
NDUFB6	yellow	yellow
CLTB	grey	grey
PRICKLE1	brown	brown
KANK4	grey	grey
UFSP2	grey	grey
WNT4	turquoise	brown
PAX4	brown	brown
IL9	grey	grey
IREB2	pink	pink
PIGK	grey	grey
ARL8B	tan	pink
CSAG1	brown	brown
PRR12	turquoise	brown
VRK1	grey	grey
TTI1	greenyellow	pink
ATP11A	grey	grey
ARHGEF37	grey	grey
LGALS9	grey	grey
INF2	grey	grey
FAM92B	brown	brown
WRAP73	grey	grey
PFKFB4	grey	grey
RRN3	grey	grey
KYNU	red	pink
HSD17B1	grey	grey
HOXB1	turquoise	brown
C9orf57	grey	grey
FASTKD1	grey	grey
CLU	black	black
KIR3DL2	grey	grey
FRMD3	grey	grey
SCP2	grey	grey
STK4	black	black
TAC3	black	black
DDX39A	grey	grey
TIMMDC1	yellow	yellow
TRIM68	grey	grey
CABP5	brown	brown
LHFPL6	black	black
PAGE3	brown	brown
MICOS13	blue	blue
NAA11	grey	grey
LPIN2	blue	blue
LY6G6E	brown	brown
FTSJ1	black	black
SKA2	grey	grey
LBH	grey	grey
GCC1	grey	grey
C20orf173	turquoise	brown
PPTC7	grey	grey
IGF2R	grey	grey
CCL28	grey	grey
HOXB6	brown	brown
FFAR4	grey	grey
POLR3B	grey	grey
ATM	blue	blue
CPTP	grey	grey
NPIPA1	blue	blue
PRRC2B	grey	grey
KCNJ16	black	black
OAF	turquoise	brown
YTHDC2	blue	blue
TMEM131	pink	pink
ORMDL2	yellow	yellow
MGAT5B	turquoise	brown
KLK4	grey	grey
AIF1	grey	grey
TLR2	grey	grey
SOX17	turquoise	brown
PCDH10	grey	grey
GALNTL6	brown	brown
CCL5	grey	grey
ZNF428	grey	grey
ZNF45	grey	grey
ZNF324B	turquoise	brown
NPAT	blue	blue
GLT8D1	grey	grey
PLAAT3	green	green
ZNF316	turquoise	brown
SLC4A2	grey	grey
SALL1	grey	grey
NRAS	tan	pink
ANKRD37	grey	grey
ASF1A	grey	grey
RAD51B	grey	grey
ICA1	grey	grey
JDP2	turquoise	brown
C11orf86	grey	grey
MED22	turquoise	brown
SIDT2	magenta	green
ASAP2	grey	grey
IFT27	greenyellow	pink
MOCS1	grey	grey
RARRES1	grey	grey
SLC38A1	red	pink
MTNR1A	turquoise	brown
HPSE	grey	grey
RETREG1	grey	grey
LPCAT2	black	black
GDF9	grey	grey
IQCD	grey	grey
LETMD1	purple	pink
GNAQ	grey	grey
EEF2KMT	grey	grey
OR4N2	grey	grey
CCDC89	brown	brown
NUAK1	black	black
PRKCI	grey	grey
WDR12	grey	grey
GBP4	grey	grey
KRT72	turquoise	brown
ACVR2A	grey	grey
STAP1	grey	grey
LRCOL1	turquoise	brown
ITSN1	grey	grey
IL2RA	grey	grey
ZNF408	turquoise	brown
KLHL38	brown	brown
HEPH	grey	grey
FAM71E1	brown	brown
POM121C	grey	grey
EMC7	yellow	yellow
SEC11C	grey	grey
ATG9B	grey	grey
OR5AU1	grey	grey
SH2D4B	brown	brown
FLG	grey	grey
CDH3	grey	grey
ZNF345	grey	grey
PRPF38B	red	pink
SLC6A6	grey	grey
ARMT1	grey	grey
PRAM1	turquoise	brown
TMEM106A	grey	grey
KRTAP6-1	grey	grey
UGGT1	pink	pink
PFKP	turquoise	brown
BACE2	grey	grey
GLI4	turquoise	brown
TUSC2	turquoise	brown
ZNF107	grey	grey
OOSP2	grey	grey
TEAD3	grey	grey
GFRA3	turquoise	brown
LEO1	grey	grey
RPP21	grey	grey
TAS2R39	grey	grey
IARS2	pink	pink
ALOXE3	turquoise	brown
OR8K3	grey	grey
PRG3	grey	grey
PIAS2	grey	grey
BSDC1	grey	grey
HSPB7	brown	brown
HERC4	blue	blue
NUP62	green	green
DOK2	turquoise	brown
ZNF652	blue	blue
C17orf58	brown	brown
HADHB	grey	grey
EFCAB9	grey	grey
NEUROD1	brown	brown
WAC	red	pink
CDC20	turquoise	brown
ETV2	turquoise	brown
MYADM	grey	grey
MALL	grey	grey
ST6GALNAC4	grey	grey
ECSIT	blue	blue
CACNA1F	brown	brown
ZNF444	brown	brown
DMRTA2	brown	brown
TOP3B	brown	brown
CRHR2	turquoise	brown
RIN2	grey	grey
FAM72D	grey	grey
TMEM187	grey	grey
MESP1	greenyellow	pink
GLT6D1	grey	grey
IDO1	grey	grey
NFX1	brown	brown
GZF1	grey	grey
DEFB4B	grey	grey
MET	grey	grey
NLGN4Y	grey	grey
INTS14	purple	pink
RIPOR2	grey	grey
MATK	turquoise	brown
HSCB	grey	grey
KRTAP12-4	grey	grey
GPR174	grey	grey
RGS9BP	turquoise	brown
ST3GAL6	pink	pink
TPD52L1	grey	grey
HNMT	grey	grey
CEP120	blue	blue
CTR9	pink	pink
FN3K	turquoise	brown
BLMH	grey	grey
POLB	grey	grey
ANKRD13B	brown	brown
PTGDR2	grey	grey
IFI30	grey	grey
C11orf54	grey	grey
AGO1	grey	grey
PRB2	turquoise	brown
TMEM121B	turquoise	brown
SF3B3	magenta	green
PLA2G2C	grey	grey
HAPLN2	turquoise	brown
SIN3B	grey	grey
ZNF391	grey	grey
MAN2A2	magenta	green
PRNP	grey	grey
COPZ1	yellow	yellow
RBM6	blue	blue
PSMD1	turquoise	brown
SET	pink	pink
ANXA11	grey	grey
FNDC10	grey	grey
CDK5R2	grey	grey
DPCD	turquoise	brown
CD4	grey	grey
KLHL24	pink	pink
PSPC1	grey	grey
SLC2A11	grey	grey
TM9SF4	turquoise	brown
IFIT2	grey	grey
ZDHHC5	magenta	green
ARL8A	grey	grey
TARBP1	blue	blue
CYP4F22	turquoise	brown
TNP2	grey	grey
MFSD6L	grey	grey
MAPK11	turquoise	brown
TMEM189	green	green
ARL17A	grey	grey
FER	turquoise	brown
MACO1	greenyellow	pink
SNX1	grey	grey
HSPA2	grey	grey
RTP5	grey	grey
APOA2	tan	pink
NDUFAB1	yellow	yellow
SMAD4	magenta	green
SLC39A14	grey	grey
EPPIN	grey	grey
ZBED6CL	grey	grey
BTBD8	grey	grey
RP2	grey	grey
FAM240A	magenta	green
RBBP7	grey	grey
NCR1	grey	grey
PLSCR4	grey	grey
KHDC3L	grey	grey
KCNJ11	grey	grey
NPS	grey	grey
PTPRQ	blue	blue
HEXB	black	black
CPEB4	blue	blue
ZFR	pink	pink
MARVELD2	purple	pink
ADPGK	grey	grey
TMEM60	grey	grey
LPAR6	blue	blue
SYNDIG1L	blue	blue
PDE10A	grey	grey
RAB24	grey	grey
PBOV1	grey	grey
OXR1	grey	grey
IGFBP5	grey	grey
NTF3	grey	grey
MORN4	blue	blue
NDUFS6	blue	blue
NUCB1	grey	grey
TUBB2A	black	black
FBXL12	blue	blue
GMEB2	grey	grey
MORN2	grey	grey
PLK3	grey	grey
LRRC8A	grey	grey
SERTAD3	grey	grey
HNF1A	brown	brown
THUMPD3	greenyellow	pink
CDO1	greenyellow	pink
MT1X	black	black
PRSS57	turquoise	brown
MGA	blue	blue
MORC4	grey	grey
PGLYRP2	blue	blue
APOBR	brown	brown
SPATA31D3	grey	grey
KLHL41	grey	grey
TBC1D20	purple	pink
PTCD1	brown	brown
TACC3	turquoise	brown
PURB	blue	blue
OR2AG1	grey	grey
SLC5A7	grey	grey
EVX1	turquoise	brown
CCDC14	blue	blue
GRHPR	yellow	yellow
PAK2	grey	grey
SCAF8	brown	brown
PDLIM2	green	green
NIPSNAP3A	grey	grey
KCNC4	grey	grey
ARL9	grey	grey
GPX2	grey	grey
DZIP3	grey	grey
EXOC5	blue	blue
CABS1	grey	grey
COPZ2	grey	grey
ZNF181	grey	grey
CST1	grey	grey
CNST	grey	grey
ARHGAP22	brown	brown
SPATC1L	turquoise	brown
RAPGEF5	blue	blue
OR13C3	grey	grey
TCF12	blue	blue
FAM171A2	turquoise	brown
RDH14	grey	grey
RFC3	blue	blue
TIGD7	blue	blue
CYP2J2	grey	grey
CSRP3	grey	grey
TCEAL3	brown	brown
HNRNPM	grey	grey
ENGASE	turquoise	brown
CITED4	grey	grey
PIN4	grey	grey
ZNF257	blue	blue
CRYZ	grey	grey
ADAMDEC1	grey	grey
C4BPB	grey	grey
TM4SF1	grey	grey
KCTD16	grey	grey
TRMT61A	turquoise	brown
GPR108	green	green
SMG1	blue	blue
MS4A7	grey	grey
FBXO11	blue	blue
USP12	blue	blue
SPICE1	grey	grey
CAPN1	green	green
PPP1R14C	tan	pink
ALDH16A1	grey	grey
ADRB2	grey	grey
PGAM4	grey	grey
FAM219B	grey	grey
KCNF1	grey	grey
SLC35D3	grey	grey
TSEN54	grey	grey
NCF1	grey	grey
GLUD1	grey	grey
SLC39A6	tan	pink
GLTP	grey	grey
UCHL5	red	pink
EZHIP	grey	grey
AP4E1	pink	pink
LGR4	grey	grey
PRKAR1A	grey	grey
MED23	blue	blue
CHRDL1	grey	grey
IPMK	grey	grey
NIPAL3	grey	grey
ARRDC3	grey	grey
FPGS	turquoise	brown
PGD	grey	grey
DEFB125	grey	grey
WWC1	grey	grey
ASIC3	turquoise	brown
RRP15	grey	grey
CDKN2C	grey	grey
ALPK3	grey	grey
KCNE1	grey	grey
SUSD3	turquoise	brown
SDAD1	red	pink
MBNL1	brown	brown
OR6C68	grey	grey
DGCR6	brown	brown
N4BP2L1	grey	grey
PLCB1	grey	grey
SUSD5	brown	brown
FAAH2	grey	grey
SLC5A5	turquoise	brown
COPS8	purple	pink
BRCC3	grey	grey
CENPU	grey	grey
CXorf21	grey	grey
ZNF304	grey	grey
CCDC167	grey	grey
KIAA0040	green	green
CD151	blue	blue
FAM122A	turquoise	brown
SARAF	greenyellow	pink
ATP6AP2	grey	grey
SMARCA4	magenta	green
KLK11	turquoise	brown
ADGRL2	blue	blue
NRDE2	yellow	yellow
TMOD4	brown	brown
LCE6A	grey	grey
MTHFD2	black	black
ZNF106	turquoise	brown
RABAC1	yellow	yellow
TGFB3	grey	grey
GPR88	turquoise	brown
TNFRSF10A	grey	grey
TRIM72	turquoise	brown
OR6K6	grey	grey
HMOX1	grey	grey
TBL2	grey	grey
MRPL11	yellow	yellow
LIF	grey	grey
ADAMTS13	turquoise	brown
TLR4	blue	blue
RGS7BP	brown	brown
C16orf70	green	green
OR2A12	grey	grey
MTMR10	blue	blue
LCORL	blue	blue
IL31	grey	grey
KPTN	turquoise	brown
TSHZ1	grey	grey
TBCC	grey	grey
APOBEC3C	grey	grey
UPK1B	black	black
TOP2A	grey	grey
WASHC5	greenyellow	pink
GCNT3	turquoise	brown
C3orf52	grey	grey
GLDC	grey	grey
TTC34	turquoise	brown
PARN	brown	brown
WNT7A	grey	grey
NDUFS4	grey	grey
ELAVL1	grey	grey
BPIFA1	grey	grey
ECD	purple	pink
P3H2	grey	grey
IRF1	grey	grey
RPS25	yellow	yellow
MICU2	blue	blue
STRN	blue	blue
TBP	green	green
MGAT4B	grey	grey
PAIP2	tan	pink
TRAPPC6A	red	pink
ZNF732	grey	grey
B3GALT4	grey	grey
MAP4K5	blue	blue
CABP2	turquoise	brown
ANKRD34C	grey	grey
DTX3	brown	brown
GSS	grey	grey
PPM1A	pink	pink
TOMM70	greenyellow	pink
CTSD	green	green
ISM2	black	black
AMMECR1L	grey	grey
PDGFC	grey	grey
DHH	red	pink
CPSF2	pink	pink
IL1A	grey	grey
INTS3	blue	blue
CT83	grey	grey
BCAM	grey	grey
CHN1	grey	grey
DNAH10	grey	grey
MICALL2	turquoise	brown
CDK14	grey	grey
FAM120C	grey	grey
PLIN3	grey	grey
SMPD2	purple	pink
MUC17	grey	grey
TPBG	grey	grey
RAB30	grey	grey
UTP11	yellow	yellow
SYNJ1	blue	blue
RORB	grey	grey
DLST	grey	grey
MRPS15	yellow	yellow
BEX5	grey	grey
PALM3	grey	grey
NDUFB5	grey	grey
MOS	grey	grey
MT2A	grey	grey
SNX2	greenyellow	pink
QRICH1	grey	grey
ACAN	brown	brown
CANX	pink	pink
TMEM215	grey	grey
EVPLL	turquoise	brown
NDUFAF8	turquoise	brown
MRPL23	turquoise	brown
RIPPLY2	brown	brown
RANBP17	grey	grey
C3orf38	grey	grey
PDCD1	blue	blue
TRIB2	grey	grey
ARGLU1	blue	blue
PAK5	brown	brown
ERG	grey	grey
OR1L4	grey	grey
CCDC121	grey	grey
TRMT10C	grey	grey
CCL11	grey	grey
KRTAP1-3	grey	grey
EPHX1	grey	grey
MED27	yellow	yellow
MRPS2	blue	blue
SEC23B	grey	grey
BAIAP3	turquoise	brown
ZNF287	grey	grey
ZBTB20	blue	blue
HSDL1	pink	pink
DVL1	grey	grey
NDUFA8	grey	grey
TRIM25	grey	grey
PCDH11Y	grey	grey
ZNF649	grey	grey
XCL1	grey	grey
LCN10	turquoise	brown
COX4I2	grey	grey
PSMC5	grey	grey
TRIM51	grey	grey
PPIP5K2	blue	blue
CXCL2	grey	grey
TPI1	grey	grey
SRM	grey	grey
CTAGE4	blue	blue
RIMS2	grey	grey
CKB	grey	grey
ZNF500	turquoise	brown
ECI1	turquoise	brown
C8G	turquoise	brown
CCDC144A	blue	blue
INKA2	grey	grey
MAGEB16	grey	grey
MYO9A	blue	blue
RIPK2	red	pink
RPL22	yellow	yellow
HEMGN	grey	grey
TMEM254	green	green
C9orf152	grey	grey
KRTAP7-1	grey	grey
SUCLG1	yellow	yellow
TAOK1	blue	blue
ARPC4	yellow	yellow
FANCF	grey	grey
NRIP3	brown	brown
HPS3	greenyellow	pink
SMIM3	grey	grey
COLEC12	grey	grey
SLC6A8	green	green
TCEA2	grey	grey
FAM3B	grey	grey
CSAG3	grey	grey
GGNBP2	turquoise	brown
PTPRJ	grey	grey
ARL1	grey	grey
NOB1	grey	grey
MXRA5	grey	grey
NOXA1	brown	brown
C20orf204	turquoise	brown
TMEM171	grey	grey
IRF2BP1	grey	grey
CHRM1	brown	brown
MAP3K11	turquoise	brown
NDUFS1	grey	grey
HPF1	grey	grey
UBXN4	blue	blue
PCNP	tan	pink
MARS2	brown	brown
NUP214	magenta	green
PSCA	grey	grey
ERO1A	greenyellow	pink
CSGALNACT1	grey	grey
POMZP3	grey	grey
ARHGAP30	turquoise	brown
RIC8A	green	green
OR4K14	grey	grey
SAMSN1	grey	grey
OR5M1	grey	grey
PJA2	grey	grey
MYOC	grey	grey
FAF2	magenta	green
C12orf66	grey	grey
ARMC6	grey	grey
TSC1	brown	brown
ZNF394	grey	grey
PABPC1	black	black
OR5H6	grey	grey
FGF9	brown	brown
GLE1	grey	grey
RPL6	green	green
SPATA31A6	brown	brown
RWDD4	grey	grey
MEOX2	grey	grey
METTL26	turquoise	brown
JMJD1C	blue	blue
NPBWR1	grey	grey
SHC4	grey	grey
ASB7	grey	grey
CDK10	grey	grey
PLA2G4F	brown	brown
SLC39A9	pink	pink
MPIG6B	grey	grey
PSPH	grey	grey
ILVBL	grey	grey
CCDC120	grey	grey
OR7C2	grey	grey
ZNF735	grey	grey
COL4A2	grey	grey
AQP4	grey	grey
BAZ2B	blue	blue
LAMB4	grey	grey
GIPR	turquoise	brown
PSPN	turquoise	brown
ZNF529	grey	grey
CLUH	turquoise	brown
QKI	blue	blue
DUS2	grey	grey
MYNN	pink	pink
AFF3	grey	grey
C16orf95	grey	grey
YPEL2	grey	grey
ALG9	grey	grey
RPL38	yellow	yellow
SEC31A	magenta	green
SLBP	grey	grey
MRGPRG	grey	grey
YKT6	grey	grey
PELI3	turquoise	brown
TCF19	turquoise	brown
HSD3B7	blue	blue
TMCC3	grey	grey
ROCK1	blue	blue
ZNF619	grey	grey
METTL15	blue	blue
TSPYL1	grey	grey
CNOT8	tan	pink
FAM236A	grey	grey
ZNF266	grey	grey
PRKAA1	turquoise	brown
TBX2	grey	grey
PAQR9	grey	grey
USP30	green	green
ZNF326	blue	blue
ZNF844	blue	blue
C18orf32	grey	grey
C2CD4A	grey	grey
C16orf46	grey	grey
SF3B1	blue	blue
FGFR1	black	black
CLK2	grey	grey
TMEM178B	grey	grey
SERBP1	greenyellow	pink
SEMA7A	magenta	green
VAV3	pink	pink
OR6N2	grey	grey
GDPD3	black	black
PROK2	grey	grey
API5	pink	pink
DMAC2	green	green
RAB38	grey	grey
MRPL45	yellow	yellow
OR11H4	grey	grey
CSPG5	turquoise	brown
CD1D	brown	brown
MTDH	black	black
MS4A15	turquoise	brown
NUDT22	turquoise	brown
JPH2	turquoise	brown
ECE2	turquoise	brown
ERRFI1	grey	grey
MT1E	grey	grey
FAM171B	pink	pink
CRYGN	turquoise	brown
SV2C	grey	grey
OR4B1	grey	grey
OR10G2	grey	grey
GTF2A1	blue	blue
ZCCHC2	grey	grey
ENKD1	turquoise	brown
MRPL16	blue	blue
CCSER2	red	pink
ACSBG2	brown	brown
TOR1AIP2	red	pink
KRT34	grey	grey
CEL	turquoise	brown
HDAC5	grey	grey
SPDYC	grey	grey
HPCAL1	grey	grey
NF2	turquoise	brown
TEX19	grey	grey
CCDC154	brown	brown
FAM241B	turquoise	brown
ERCC2	blue	blue
MCFD2	tan	pink
RTP2	grey	grey
CDHR5	brown	brown
TIMM10B	green	green
IQGAP1	grey	grey
PRRG4	grey	grey
CHRNA4	brown	brown
KCNG1	turquoise	brown
NABP2	brown	brown
EPS8L2	grey	grey
BTG3	grey	grey
PSMB8	black	black
WDR7	red	pink
GPR37L1	grey	grey
OGT	blue	blue
MAVS	grey	grey
HIF1A	grey	grey
MAG	black	black
PCDHB10	grey	grey
PTPRG	grey	grey
STAT6	grey	grey
BNIP1	grey	grey
ZMPSTE24	tan	pink
ARMC7	grey	grey
UFL1	grey	grey
EDRF1	blue	blue
RBBP6	red	pink
KIF2A	greenyellow	pink
DLX3	grey	grey
NPVF	grey	grey
CALD1	blue	blue
FLNC	grey	grey
ZDHHC18	magenta	green
SAE1	purple	pink
PPT1	grey	grey
RINT1	red	pink
AP4M1	turquoise	brown
ARF6	magenta	green
MAP4K3	pink	pink
KTI12	grey	grey
ZAR1L	grey	grey
SCN3A	grey	grey
DOHH	turquoise	brown
ASL	turquoise	brown
DCANP1	grey	grey
ZNF747	grey	grey
SMIM11A	brown	brown
GINS4	grey	grey
OR52E8	grey	grey
UCP1	grey	grey
FAT3	grey	grey
DCAF4	grey	grey
BNC1	grey	grey
FNBP1L	blue	blue
NFIX	grey	grey
POLG2	grey	grey
LCE4A	grey	grey
NDUFB9	yellow	yellow
TSPOAP1	turquoise	brown
GTF3C1	blue	blue
LYST	blue	blue
BTRC	grey	grey
TENT5B	grey	grey
ATOH1	grey	grey
LYPLA2	green	green
LIN7B	grey	grey
S1PR5	turquoise	brown
GLYATL3	grey	grey
RAD51	grey	grey
SPINK14	grey	grey
VRTN	brown	brown
SMAD9	grey	grey
C6orf132	brown	brown
FAM83B	blue	blue
TMED10	greenyellow	pink
COL8A2	turquoise	brown
P3H1	black	black
C9orf50	turquoise	brown
SEC22A	yellow	yellow
ALPG	grey	grey
POLR1D	grey	grey
RAB1B	yellow	yellow
LYAR	grey	grey
TNNT3	grey	grey
GLRX3	grey	grey
KCNC1	grey	grey
SPEG	brown	brown
APOBEC3G	turquoise	brown
SMPDL3B	brown	brown
ESRRG	turquoise	brown
BCAT2	grey	grey
DTX4	grey	grey
TBC1D10C	turquoise	brown
OR2H2	grey	grey
ILF3	blue	blue
OR10A7	grey	grey
DUSP13	turquoise	brown
HNRNPF	yellow	yellow
ABI3	turquoise	brown
MTURN	brown	brown
LYZL4	grey	grey
ALG10	blue	blue
FAM170B	grey	grey
PGLS	grey	grey
CTDNEP1	green	green
STARD3NL	yellow	yellow
SMAD1	grey	grey
INHBC	grey	grey
CPED1	black	black
RPS27L	grey	grey
TWISTNB	grey	grey
TMEM62	grey	grey
STRBP	grey	grey
GPBAR1	turquoise	brown
SMC1A	grey	grey
PLIN4	turquoise	brown
NUP42	grey	grey
DNAJC19	grey	grey
USP8	blue	blue
RGS5	grey	grey
SPATA33	brown	brown
B9D2	brown	brown
OR2AG2	grey	grey
SRRM4	turquoise	brown
VWF	grey	grey
ANAPC16	grey	grey
CHRNE	black	black
IFNA1	grey	grey
HSPBAP1	grey	grey
CLIC3	green	green
OR2G3	grey	grey
PKD1	turquoise	brown
MAGEB10	grey	grey
STXBP2	grey	grey
PROK1	grey	grey
AMOTL1	grey	grey
ZNF385C	turquoise	brown
GIMAP7	grey	grey
PRKAR1B	turquoise	brown
PON2	grey	grey
RPP40	brown	brown
TESC	blue	blue
CKLF	turquoise	brown
DEFB129	grey	grey
EPO	turquoise	brown
SLC2A8	grey	grey
ANKRD40	greenyellow	pink
CCL17	grey	grey
C7orf26	grey	grey
CLNS1A	grey	grey
OR51D1	grey	grey
ARRB1	grey	grey
NAT14	turquoise	brown
VCX2	grey	grey
SLC4A4	grey	grey
MAPK8IP2	turquoise	brown
AP3S2	yellow	yellow
